invoice_no,sale_date,sale_time,customer_id,drug_code,product_name,batch_no,storage_location,quantity,unit,unit_price,total_amount,gross_profit,วันสำคัญ,holiday,อุณหภูมิ,ปริมาณน้ำฝน
BL201224-015,2020-12-24,11:53,C01-0000,C0142,CETRIzin แผง,P201201-0005,F2,1.0,แผง,20.0,20,13.6,,False,24.4,0.0
BL201224-016,2020-12-24,12:40,C01-0000,D0189,DIANE 35,P201215-0071,F2,1.0,แผง,190.0,190,26.0,,False,24.4,0.0
BL201224-018,2020-12-24,12:48,C01-0000,F0083,Ciprofex 500 mg,P201208-0033,F2,1.0,แผง,70.0,70,48.0,,False,24.4,0.0
BL201224-022,2020-12-24,13:34,C01-0000,B0135,Bufenac 50 mg,P201222-0012,F2,1.0,แผง,20.0,20,15.2,,False,24.4,0.0
BL201224-024,2020-12-24,13:52,C01-0000,C0142,CETRIzin แผง,P201201-0005,F2,1.0,แผง,20.0,20,13.6,,False,24.4,0.0
BL201224-029,2020-12-24,15:45,C01-0000,F0096,Floximed 400 mg,P201103-0004,F2,1.0,แผง,50.0,50,36.0,,False,24.4,0.0
BL201224-032,2020-12-24,16:51,C01-0000,D0157,DAFOMIN 500MG 3 X 10'S (Daflon) TO,P201215-0054,F2,1.0,แผง,60.0,60,15.67,,False,24.4,0.0
BL201224-032,2020-12-24,16:51,C01-0000,D0157,DAFOMIN 500MG 3 X 10'S (Daflon) TO,P201215-0054,F2,1.0,แผง,60.0,60,15.67,,False,24.4,0.0
BL201223-006,2020-12-23,10:17,C01-0000,O0045,Omeprazole GPO,P201208-0014,F2,1.0,แผง,40.0,40,32.5,,False,24.4,0.0
BL201223-007,2020-12-23,10:18,C01-0000,C0142,CETRIzin แผง,P201201-0005,F2,1.0,แผง,20.0,20,13.6,,False,24.4,0.0
BL201223-009,2020-12-23,12:04,C01-0000,D0189,DIANE 35,P201215-0071,F2,1.0,แผง,190.0,190,26.0,,False,24.4,0.0
BL201223-010,2020-12-23,12:09,C01-0000,I0108,Ibrofen 600 TO แผง,P201201-0023,F2,1.0,แผง,40.0,40,26.0,,False,24.4,0.0
BL201223-012,2020-12-23,12:15,C01-0000,A0190,AMK 1G,P201118-0029,F2,1.0,กล่อง(เล็ก),205.0,205,80.0,,False,24.4,0.0
BL201223-013,2020-12-23,12:52,C01-0000,B0135,Bufenac 50 mg,P201222-0012,F2,1.0,แผง,20.0,20,15.2,,False,24.4,0.0
BL201223-015,2020-12-23,13:20,C01-0000,D0174,DIFELENE  50 MG 10'S,P201208-0037,F2,2.0,แผง,35.0,70,38.0,,False,24.4,0.0
BL201223-026,2020-12-23,16:33,C01-0000,C0142,CETRIzin แผง,P201201-0005,F2,1.0,แผง,20.0,20,13.6,,False,24.4,0.0
BL201223-031,2020-12-23,17:27,C01-0000,C0142,CETRIzin แผง,P201201-0005,F2,1.0,แผง,20.0,20,13.6,,False,24.4,0.0
BL201223-034,2020-12-23,17:38,C01-0000,H0038,HEXIN พยาธิ,P201118-0039,F2,1.0,แผง,30.0,30,12.0,,False,24.4,0.0
BL201223-035,2020-12-23,17:41,C01-0000,B0092,BISOLVON PEDIATRIC สตรอ 60 ML,P201110-0048,F2,1.0,ขวด,60.0,60,17.0,,False,24.4,0.0
BL201223-041,2020-12-23,18:15,C01-0000,B0040,Bisolvon EX 60 cc,P201118-0063,F2,1.0,ขวด,65.0,65,19.0,,False,24.4,0.0
BL201223-041,2020-12-23,18:15,C01-0000,C0142,CETRIzin แผง,P201201-0005,F2,1.0,แผง,20.0,20,13.6,,False,24.4,0.0
BL201223-041,2020-12-23,18:15,C01-0000,E0055,Extorant tablets,P190813-0001,B1,1.0,แผง,35.0,35,27.0,,False,24.4,0.0
BL201223-041,2020-12-23,18:15,C01-0000,M0217,Minra  60 ml ส้ม,P201117-0007,B1,1.0,ขวด,50.0,50,22.0,,False,24.4,0.0
BL201223-042,2020-12-23,18:19,C01-0000,M0217,Minra  60 ml ส้ม,P201222-0049,B1,1.0,ขวด,50.0,50,22.0,,False,24.4,0.0
BL201223-044,2020-12-23,18:41,C01-0000,D0160,DECOLGEN PRIN 25X4'S,P201124-0023,B1,5.0,แผง,10.0,50,16.2,,False,24.4,0.0
BL201223-045,2020-12-23,18:44,C01-0000,C0142,CETRIzin แผง,P201201-0005,F2,1.0,แผง,20.0,20,13.6,,False,24.4,0.0
BL201223-047,2020-12-23,19:05,C01-0000,H0045,HISTA OPH  5CC เล็ก,P201201-0012,F2,1.0,ขวด,45.0,45,19.5,,False,24.4,0.0
BL201223-050,2020-12-23,20:07,C01-0000,G0090,Gofen 400,P201215-0026,F2,1.0,แผง,100.0,100,19.0,,False,24.4,0.0
BL201223-050,2020-12-23,20:07,C01-0000,I0108,Ibrofen 600 TO แผง,P201201-0023,F2,2.0,แผง,40.0,80,52.0,,False,24.4,0.0
BL201223-051,2020-12-23,20:10,C01-0000,B0135,Bufenac 50 mg,P201222-0012,F2,1.0,แผง,20.0,20,15.2,,False,24.4,0.0
BL201222-003,2020-12-22,8:31,C01-0000,B0135,Bufenac 50 mg,P201201-0004,F2,1.0,แผง,20.0,20,15.2,,False,24.4,0.0
BL201222-007,2020-12-22,10:34,C01-0000,G0090,Gofen 400,P201215-0026,F2,1.0,แผง,100.0,100,19.0,,False,24.4,0.0
BL201222-009,2020-12-22,10:48,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P201110-0017,F2,4.0,แผง,35.0,140,43.2,,False,24.4,0.0
BL201222-018,2020-12-22,13:37,C01-0000,A0160,Annylyn 28 tab,P201124-0054,B1,1.0,แผง,130.0,130,40.0,,False,24.4,0.0
BL201222-019,2020-12-22,13:38,C01-0000,G0095,Gaviscon Dual Action ขวด150ml,P201208-0010,F2,1.0,ขวด,350.0,350,56.0,,False,24.4,0.0
BL201222-019,2020-12-22,13:38,C01-0000,G0073,gaviscon ขวดเขียว 150 ml,P200818-0058,B1,1.0,ขวด,250.0,250,34.0,,False,24.4,0.0
BL201222-021,2020-12-22,14:05,C01-0000,B0135,Bufenac 50 mg,P201201-0004,F2,1.0,แผง,20.0,20,15.2,,False,24.4,0.0
BL201222-021,2020-12-22,14:05,C01-0000,B0135,Bufenac 50 mg,P201201-0004,F2,1.0,แผง,20.0,20,15.2,,False,24.4,0.0
BL201222-023,2020-12-22,15:21,C01-0000,I0108,Ibrofen 600 TO แผง,P201201-0023,F2,1.0,แผง,40.0,40,26.0,,False,24.4,0.0
BL201222-024,2020-12-22,15:37,C01-0000,D0190,Dimetapp syrup,P201124-0037,B1,1.0,ขวด,60.0,60,15.0,,False,24.4,0.0
BL201222-028,2020-12-22,16:25,C01-0000,G0090,Gofen 400,P201215-0026,F2,2.0,แผง,100.0,200,38.0,,False,24.4,0.0
BL201222-034,2020-12-22,17:19,C01-0000,A0160,Annylyn 28 tab,P201208-0046,F2,1.0,แผง,130.0,130,40.0,,False,24.4,0.0
BL201222-036,2020-12-22,17:30,C01-0000,D0167,DexOph 4 ml.,P201027-0062,F5,1.0,ขวด,40.0,40,20.42,,False,24.4,0.0
BL201222-039,2020-12-22,17:40,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P201110-0017,F2,1.0,แผง,35.0,35,10.8,,False,24.4,0.0
BL201222-042,2020-12-22,17:56,C01-0000,C0142,CETRIzin แผง,P201201-0005,F2,2.0,แผง,20.0,40,27.2,,False,24.4,0.0
BL201222-045,2020-12-22,18:17,C01-0000,M0203,Mysoven granules 600 mg,P201208-0043,F2,2.0,ซอง,15.0,30,12.07,,False,24.4,0.0
BL201222-049,2020-12-22,18:39,C01-0000,S0125,SULIDINE SYRUP 12X60CC,P201118-0071,B1,1.0,ขวด,35.0,35,13.33,,False,24.4,0.0
BL201222-052,2020-12-22,18:59,C01-0000,C0142,CETRIzin แผง,P201201-0005,F2,1.0,แผง,20.0,20,13.6,,False,24.4,0.0
BL201222-053,2020-12-22,19:23,C01-0000,H0038,HEXIN พยาธิ,P200915-0067,F2,1.0,แผง,30.0,30,12.0,,False,24.4,0.0
BL201222-054,2020-12-22,19:45,C01-0000,D0177,DIMENHYDRINATE N/L 100X10'S,P201103-0062,F2,2.0,แผง,10.0,20,15.4,,False,24.4,0.0
BL201222-056,2020-12-22,19:46,C01-0000,D0218,Duran syrub 60 ml,P201124-0005,B1,1.0,ขวด,45.0,45,16.25,,False,24.4,0.0
BL201222-062,2020-12-22,20:42,C01-0000,I0108,Ibrofen 600 TO แผง,P201201-0023,F2,1.0,แผง,40.0,40,26.0,,False,24.4,0.0
BL201221-002,2020-12-21,8:43,C01-0000,B0135,Bufenac 50 mg,P201201-0004,F2,1.0,แผง,20.0,20,15.2,,False,24.4,0.0
BL201221-004,2020-12-21,9:29,C01-0000,B0102,BUSCOPAN 10'S,P201208-0045,F2,1.0,แผง,50.0,50,19.0,,False,24.4,0.0
BL201221-004,2020-12-21,9:29,C01-0000,F0096,Floximed 400 mg,P201103-0004,F2,1.0,แผง,50.0,50,36.0,,False,24.4,0.0
BL201221-010,2020-12-21,12:06,C01-0000,B0086,Biocalm ขายแผง,P201103-0003,F2,2.0,แผง,30.0,60,41.6,,False,24.4,0.0
BL201221-011,2020-12-21,12:11,C01-0000,A0178,Ampicillin 500 mg,P200218-0035,F5,2.0,แผง,40.0,80,46.4,,False,24.4,0.0
BL201221-024,2020-12-21,14:17,C01-0000,M0203,Mysoven granules 600 mg,P200414-0059,F2,5.0,ซอง,15.0,75,30.17,,False,24.4,0.0
BL201221-028,2020-12-21,15:34,C01-0000,B0080,BETAMETHASONE-N GPO 5 G,P201208-0023,F2,1.0,หลอด,40.0,40,25.0,,False,24.4,0.0
BL201221-031,2020-12-21,16:38,C01-0000,D0160,DECOLGEN PRIN 25X4'S,P201124-0023,B1,1.0,แผง,10.0,10,3.24,,False,24.4,0.0
BL201221-033,2020-12-21,17:21,C01-0000,H0045,HISTA OPH  5CC เล็ก,P201201-0012,F2,1.0,ขวด,45.0,45,19.5,,False,24.4,0.0
BL201221-034,2020-12-21,17:26,C01-0000,D0189,DIANE 35,P201215-0071,F2,1.0,แผง,190.0,190,26.0,,False,24.4,0.0
BL201221-037,2020-12-21,17:41,C01-0000,F0083,Ciprofex 500 mg,P201208-0033,F2,1.0,แผง,70.0,70,48.0,,False,24.4,0.0
BL201221-041,2020-12-21,18:13,C01-0000,G0090,Gofen 400,P201215-0026,F2,1.0,แผง,100.0,100,19.0,,False,24.4,0.0
BL201221-045,2020-12-21,19:03,C01-0000,D0189,DIANE 35,P201215-0071,F2,1.0,แผง,190.0,190,26.0,,False,24.4,0.0
BL201221-049,2020-12-21,19:43,C01-0000,G0090,Gofen 400,P201215-0026,F2,1.0,แผง,100.0,100,19.0,,False,24.4,0.0
BL201220-004,2020-12-20,8:37,C01-0000,B0135,Bufenac 50 mg,P201201-0004,F2,1.0,แผง,20.0,20,15.2,,False,24.4,0.0
BL201220-007,2020-12-20,9:00,C01-0000,G0090,Gofen 400,P201215-0026,F2,1.0,แผง,100.0,100,19.0,,False,24.4,0.0
BL201220-009,2020-12-20,9:11,C01-0000,D0174,DIFELENE  50 MG 10'S,P201208-0037,F2,1.0,แผง,35.0,35,19.0,,False,24.4,0.0
BL201220-010,2020-12-20,9:22,C01-0000,D0174,DIFELENE  50 MG 10'S,P201208-0037,F2,1.0,แผง,35.0,35,19.0,,False,24.4,0.0
BL201220-012,2020-12-20,10:01,C01-0000,D0167,DexOph 4 ml.,P201027-0062,F5,1.0,ขวด,40.0,40,20.42,,False,24.4,0.0
BL201220-015,2020-12-20,10:27,C01-0000,F0079,Foliamin 5 mg,P200602-0046,F3,30.0,เม็ด,1.0,30,21.9,,False,24.4,0.0
BL201220-019,2020-12-20,13:09,C01-0000,B0135,Bufenac 50 mg,P201201-0004,F2,1.0,แผง,20.0,20,15.2,,False,24.4,0.0
BL201220-025,2020-12-20,14:39,C01-0000,I0108,Ibrofen 600 TO แผง,P201201-0023,F2,1.0,แผง,40.0,40,26.0,,False,24.4,0.0
BL201220-027,2020-12-20,15:15,C01-0000,A0160,Annylyn 28 tab,P201124-0054,B1,1.0,แผง,130.0,130,40.0,,False,24.4,0.0
BL201220-030,2020-12-20,16:14,C01-0000,I0108,Ibrofen 600 TO แผง,P201201-0023,F2,1.0,แผง,40.0,40,26.0,,False,24.4,0.0
BL201220-031,2020-12-20,16:24,C01-0000,B0135,Bufenac 50 mg,P201201-0004,F2,1.0,แผง,20.0,20,15.2,,False,24.4,0.0
BL201220-032,2020-12-20,16:51,C01-0000,B0135,Bufenac 50 mg,P201201-0004,F2,1.0,แผง,20.0,20,15.2,,False,24.4,0.0
BL201220-037,2020-12-20,17:17,C01-0000,D0167,DexOph 4 ml.,P201027-0062,F5,1.0,ขวด,40.0,40,20.42,,False,24.4,0.0
BL201220-041,2020-12-20,18:10,C01-0000,A0160,Annylyn 28 tab,P201124-0054,B1,1.0,แผง,130.0,130,40.0,,False,24.4,0.0
BL201220-045,2020-12-20,19:01,C01-0000,M0203,Mysoven granules 600 mg,P200414-0059,F2,2.0,ซอง,15.0,30,12.07,,False,24.4,0.0
BL201220-051,2020-12-20,20:16,C01-0000,B0140,BETAMETHASONE-N GPO 15 G,P200630-0049,F2,1.0,หลอด,65.0,65,29.0,,False,24.4,0.0
BL201219-001,2020-12-19,8:21,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P201110-0017,F2,3.0,แผง,35.0,105,32.4,,False,24.4,0.0
BL201219-003,2020-12-19,8:35,C01-0000,C0142,CETRIzin แผง,P201201-0005,F2,1.0,แผง,20.0,20,13.6,,False,24.4,0.0
BL201219-004,2020-12-19,8:37,C01-0000,B0135,Bufenac 50 mg,P201118-0012,F2,1.0,แผง,20.0,20,15.2,,False,24.4,0.0
BL201219-008,2020-12-19,9:14,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P201110-0017,F2,1.0,แผง,35.0,35,10.8,,False,24.4,0.0
BL201219-011,2020-12-19,9:24,C01-0000,C0142,CETRIzin แผง,P201201-0005,F2,1.0,แผง,20.0,20,13.6,,False,24.4,0.0
BL201219-016,2020-12-19,10:10,C01-0000,H0045,HISTA OPH  5CC เล็ก,P201201-0012,F2,1.0,ขวด,45.0,45,19.5,,False,24.4,0.0
BL201219-020,2020-12-19,11:52,C01-0000,F0096,Floximed 400 mg,P201103-0004,F2,1.0,แผง,50.0,50,36.0,,False,24.4,0.0
BL201219-027,2020-12-19,12:56,C01-0000,B0091,BISOLVON FOIL 500  แผง,P200818-0045,B1,1.0,แผง,55.0,55,12.5,,False,24.4,0.0
BL201219-030,2020-12-19,14:55,C01-0000,B0086,Biocalm ขายแผง,P201103-0003,F2,1.0,แผง,30.0,30,20.8,,False,24.4,0.0
BL201219-032,2020-12-19,15:13,C01-0000,D0189,DIANE 35,P201215-0071,F2,1.0,แผง,190.0,190,26.0,,False,24.4,0.0
BL201219-038,2020-12-19,15:47,C01-0000,B0135,Bufenac 50 mg,P201118-0012,F2,1.0,แผง,20.0,20,15.2,,False,24.4,0.0
BL201219-038,2020-12-19,15:47,C01-0000,G0090,Gofen 400,P201215-0026,F2,1.0,แผง,100.0,100,19.0,,False,24.4,0.0
BL201219-043,2020-12-19,16:30,C01-0000,E0061,Erfuzide 60 ml,P200707-0044,B5,1.0,ขวด,85.0,85,52.0,,False,24.4,0.0
BL201219-052,2020-12-19,17:39,C01-0000,I0108,Ibrofen 600 TO แผง,P201201-0023,F2,1.0,แผง,40.0,40,26.0,,False,24.4,0.0
BL201219-052,2020-12-19,17:39,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P201110-0017,F2,1.0,แผง,35.0,35,10.8,,False,24.4,0.0
BL201219-053,2020-12-19,17:41,C01-0000,B0135,Bufenac 50 mg,P201201-0004,F2,1.0,แผง,20.0,20,15.2,,False,24.4,0.0
BL201219-059,2020-12-19,18:13,C01-0000,D0104,Dicloxacillin-Nida,P200922-0006,B1,1.0,แผง,60.0,60,42.0,,False,24.4,0.0
BL201219-061,2020-12-19,18:23,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P201110-0017,F2,2.0,แผง,35.0,70,21.6,,False,24.4,0.0
BL201219-063,2020-12-19,18:33,C01-0000,TH-0292,ยาน้ำแก้ไอเด็ก ตรางู,P180606-0051,B1,1.0,ขวด,33.0,33,15.08,,False,24.4,0.0
BL201219-066,2020-12-19,19:25,C01-0000,E0061,Erfuzide 60 ml,P200707-0044,B5,1.0,ขวด,85.0,85,52.0,,False,24.4,0.0
BL201218-001,2020-12-18,8:47,C01-0000,C0142,CETRIzin แผง,P201201-0005,F2,1.0,แผง,20.0,20,13.6,,False,24.4,0.0
BL201218-003,2020-12-18,9:30,C01-0000,B0135,Bufenac 50 mg,P201118-0012,F2,1.0,แผง,20.0,20,15.2,,False,24.4,0.0
BL201218-004,2020-12-18,9:31,C01-0000,D0160,DECOLGEN PRIN 25X4'S,P201124-0023,B1,1.0,แผง,10.0,10,3.24,,False,24.4,0.0
BL201218-011,2020-12-18,10:23,C01-0000,F0083,Ciprofex 500 mg,P201103-0034,F2,1.0,แผง,70.0,70,46.0,,False,24.4,0.0
BL201218-012,2020-12-18,10:30,C01-0000,E0060,ENARIL 5 MG FOIL 10X10'S,P200825-0031,B1,1.0,แผง,20.0,20,12.5,,False,24.4,0.0
BL201218-015,2020-12-18,10:40,C01-0000,B0135,Bufenac 50 mg,P201118-0012,F2,1.0,แผง,20.0,20,15.2,,False,24.4,0.0
BL201218-017,2020-12-18,11:01,C01-0000,B0102,BUSCOPAN 10'S,P201208-0045,F2,1.0,แผง,50.0,50,19.0,,False,24.4,0.0
BL201218-019,2020-12-18,11:32,C01-0000,G0066,GANO 500 MG 10'S,P201118-0013,F2,1.0,แผง,50.0,50,10.83,,False,24.4,0.0
BL201218-023,2020-12-18,12:26,C01-0000,C0185,CPM ขวด 100 เม็ด,P201124-0033,B1,1.0,กระปุก,20.0,20,14.0,,False,24.4,0.0
BL201218-027,2020-12-18,13:26,C01-0000,C0142,CETRIzin แผง,P201201-0005,F2,1.0,แผง,20.0,20,13.6,,False,24.4,0.0
BL201218-029,2020-12-18,13:28,C01-0000,E0055,Extorant tablets,P190813-0001,B1,1.0,แผง,35.0,35,27.0,,False,24.4,0.0
BL201218-033,2020-12-18,14:03,C01-0000,D0167,DexOph 4 ml.,P201027-0062,F5,1.0,ขวด,40.0,40,20.42,,False,24.4,0.0
BL201218-034,2020-12-18,14:06,C01-0000,D0104,Dicloxacillin-Nida,P200922-0006,B1,2.0,แผง,60.0,120,84.0,,False,24.4,0.0
BL201218-034,2020-12-18,14:06,C01-0000,I0108,Ibrofen 600 TO แผง,P201201-0023,F2,1.0,แผง,40.0,40,26.0,,False,24.4,0.0
BL201218-039,2020-12-18,15:44,C01-0000,B0135,Bufenac 50 mg,P201118-0012,F2,1.0,แผง,20.0,20,15.2,,False,24.4,0.0
BL201218-042,2020-12-18,16:14,C01-0000,C0185,CPM ขวด 100 เม็ด,P201124-0033,B1,2.0,กระปุก,20.0,40,28.0,,False,24.4,0.0
BL201218-048,2020-12-18,16:57,C01-0000,D0157,DAFOMIN 500MG 3 X 10'S (Daflon) TO,P201215-0054,F2,2.0,แผง,60.0,120,31.33,,False,24.4,0.0
BL201218-056,2020-12-18,18:07,C01-0000,B0135,Bufenac 50 mg,P201118-0012,F2,1.0,แผง,20.0,20,15.2,,False,24.4,0.0
BL201218-057,2020-12-18,18:08,C01-0000,F0083,Ciprofex 500 mg,P201208-0033,F2,1.0,แผง,70.0,70,48.0,,False,24.4,0.0
BL201218-060,2020-12-18,18:16,C01-0000,B0135,Bufenac 50 mg,P201118-0012,F2,1.0,แผง,20.0,20,15.2,,False,24.4,0.0
BL201218-063,2020-12-18,18:21,C01-0000,F0096,Floximed 400 mg,P201103-0004,F2,1.0,แผง,50.0,50,36.0,,False,24.4,0.0
BL201218-075,2020-12-18,20:06,C01-0000,D0189,DIANE 35,P201201-0015,F2,1.0,แผง,190.0,190,26.0,,False,24.4,0.0
BL201218-084,2020-12-18,20:29,C01-0000,B0135,Bufenac 50 mg,P201118-0012,F2,1.0,แผง,20.0,20,15.2,,False,24.4,0.0
BL201218-085,2020-12-18,20:38,C01-0000,G0074,Gaviscon ซอง,P201124-0035,B1,6.0,ซอง,25.0,150,28.2,,False,24.4,0.0
BL201217-010,2020-12-17,10:49,C01-0000,C0185,CPM ขวด 100 เม็ด,P201124-0033,B1,2.0,กระปุก,20.0,40,28.0,,False,24.4,0.0
BL201217-012,2020-12-17,12:08,C01-0000,D0167,DexOph 4 ml.,P201027-0062,F5,1.0,ขวด,40.0,40,20.42,,False,24.4,0.0
BL201217-018,2020-12-17,15:32,C01-0000,A0159,Annylyn 21 tab,P201006-0029,B1,1.0,แผง,130.0,130,40.0,,False,24.4,0.0
BL201217-024,2020-12-17,17:10,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P201110-0017,F2,1.0,แผง,35.0,35,10.8,,False,24.4,0.0
BL201217-025,2020-12-17,17:10,C01-0000,G0066,GANO 500 MG 10'S,P201118-0013,F2,1.0,แผง,50.0,50,10.83,,False,24.4,0.0
BL201217-028,2020-12-17,17:14,C01-0000,B0135,Bufenac 50 mg,P201118-0012,F2,1.0,แผง,20.0,20,15.2,,False,24.4,0.0
BL201217-029,2020-12-17,17:16,C01-0000,C0142,CETRIzin แผง,P201201-0005,F2,2.0,แผง,20.0,40,27.2,,False,24.4,0.0
BL201217-032,2020-12-17,17:44,C01-0000,A0178,Ampicillin 500 mg,P200218-0035,F5,1.0,แผง,40.0,40,23.2,,False,24.4,0.0
BL201217-039,2020-12-17,18:34,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P201110-0017,F2,1.0,แผง,35.0,35,10.8,,False,24.4,0.0
BL201217-042,2020-12-17,19:16,C01-0000,D0177,DIMENHYDRINATE N/L 100X10'S,P201103-0062,F2,2.0,แผง,10.0,20,15.4,,False,24.4,0.0
BL201217-045,2020-12-17,19:34,C01-0000,G0090,Gofen 400,P201215-0026,F2,1.0,แผง,100.0,100,19.0,,False,24.4,0.0
BL201217-046,2020-12-17,19:59,C01-0000,G0095,Gaviscon Dual Action ขวด150ml,P201208-0010,F2,1.0,ขวด,350.0,350,56.0,,False,24.4,0.0
BL201217-048,2020-12-17,20:15,C01-0000,C0142,CETRIzin แผง,P201201-0005,F2,2.0,แผง,20.0,40,27.2,,False,24.4,0.0
BL201217-049,2020-12-17,20:23,C01-0000,E0055,Extorant tablets,P190813-0001,B1,1.0,แผง,35.0,35,27.0,,False,24.4,0.0
BL201217-051,2020-12-17,20:27,C01-0000,H0038,HEXIN พยาธิ,P201118-0039,F2,2.0,แผง,30.0,60,24.0,,False,24.4,0.0
BL201217-052,2020-12-17,20:35,C01-0000,D0190,Dimetapp syrup,P201124-0037,B1,1.0,ขวด,60.0,60,15.0,,False,24.4,0.0
BL201217-053,2020-12-17,20:53,C01-0000,D0179,DIORA 28'S,P201027-0013,F5,1.0,แผง,70.0,70,34.0,,False,24.4,0.0
BL201216-001,2020-12-16,8:47,C01-0000,B0086,Biocalm ขายแผง,P201103-0003,F2,1.0,แผง,30.0,30,20.8,วันกีฬาแห่งชาติ,True,24.4,0.0
BL201216-003,2020-12-16,9:31,C01-0000,E0055,Extorant tablets,P190813-0001,B1,1.0,แผง,35.0,35,27.0,วันกีฬาแห่งชาติ,True,24.4,0.0
BL201216-005,2020-12-16,9:35,C01-0000,C0142,CETRIzin แผง,P201201-0005,F2,1.0,แผง,20.0,20,13.6,วันกีฬาแห่งชาติ,True,24.4,0.0
BL201216-005,2020-12-16,9:35,C01-0000,C0185,CPM ขวด 100 เม็ด,P201124-0033,B1,1.0,กระปุก,20.0,20,14.0,วันกีฬาแห่งชาติ,True,24.4,0.0
BL201216-015,2020-12-16,12:23,C01-0000,D0160,DECOLGEN PRIN 25X4'S,P201124-0023,B1,2.0,แผง,10.0,20,6.48,วันกีฬาแห่งชาติ,True,24.4,0.0
BL201216-018,2020-12-16,12:43,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P201110-0017,F2,1.0,แผง,35.0,35,10.8,วันกีฬาแห่งชาติ,True,24.4,0.0
BL201216-019,2020-12-16,13:10,C01-0000,B0135,Bufenac 50 mg,P201118-0012,F2,2.0,แผง,20.0,40,30.4,วันกีฬาแห่งชาติ,True,24.4,0.0
BL201216-019,2020-12-16,13:10,C01-0000,I0108,Ibrofen 600 TO แผง,P201201-0023,F2,1.0,แผง,40.0,40,26.0,วันกีฬาแห่งชาติ,True,24.4,0.0
BL201216-022,2020-12-16,14:11,C01-0000,G0074,Gaviscon ซอง,P200414-0014,F2,4.0,ซอง,25.0,100,77.44,วันกีฬาแห่งชาติ,True,24.4,0.0
BL201216-023,2020-12-16,14:17,C01-0000,I0108,Ibrofen 600 TO แผง,P201201-0023,F2,1.0,แผง,40.0,40,26.0,วันกีฬาแห่งชาติ,True,24.4,0.0
BL201216-025,2020-12-16,15:33,C01-0000,C0142,CETRIzin แผง,P201201-0005,F2,1.0,แผง,20.0,20,13.6,วันกีฬาแห่งชาติ,True,24.4,0.0
BL201216-027,2020-12-16,15:50,C01-0000,F0082,FLEMEX SYRUP 60 CC ผู้ใหญ่,P201118-0068,F2,2.0,ขวด,65.0,130,42.0,วันกีฬาแห่งชาติ,True,24.4,0.0
BL201216-029,2020-12-16,16:36,C01-0000,E0045,ERFUZIDE 30 ML เล็ก,P200707-0045,B5,1.0,ขวด,55.0,55,32.0,วันกีฬาแห่งชาติ,True,24.4,0.0
BL201216-029,2020-12-16,16:36,C01-0000,E0045,ERFUZIDE 30 ML เล็ก,P200707-0045,B5,1.0,ขวด,55.0,55,32.0,วันกีฬาแห่งชาติ,True,24.4,0.0
BL201216-030,2020-12-16,16:50,C01-0000,H0045,HISTA OPH  5CC เล็ก,P201201-0012,F2,1.0,ขวด,45.0,45,19.5,วันกีฬาแห่งชาติ,True,24.4,0.0
BL201216-034,2020-12-16,17:42,C01-0000,B0135,Bufenac 50 mg,P201118-0012,F2,1.0,แผง,20.0,20,15.2,วันกีฬาแห่งชาติ,True,24.4,0.0
BL201216-035,2020-12-16,17:58,C01-0000,A0178,Ampicillin 500 mg,P200218-0035,F5,2.0,แผง,40.0,80,46.4,วันกีฬาแห่งชาติ,True,24.4,0.0
